problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_10,subtask_11,subtask_12,subtask_13,subtask_14,subtask_15,subtask_16,subtask_17,subtask_18,subtask_19,subtask_2,subtask_20,subtask_21,subtask_22,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8,subtask_9
platinum_A_Graph_Problem,TIME_LIMIT_EXCEEDED,0,0.00%,4.35%,2.450,28.24609375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Train_Scheduling,RUNTIME_ERROR,0,0.00%,4.17%,0.120,1.5546875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Flight_Routes,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Minimum_Longest_Trip,TIME_LIMIT_EXCEEDED,0,0.00%,5.00%,2.460,18.62890625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Haybale_Distribution,TIME_LIMIT_EXCEEDED,22,6.67%,12.50%,2.420,3.6796875,,0,22.22222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_Bovine_Acrobatics,RUNTIME_ERROR,44,13.33%,11.76%,0.150,4.91015625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222222222,22.22222222222222
silver_Cycle_Correspondence,RUNTIME_ERROR,28,8.64%,13.33%,0.790,65.92578125,,0,0,0,0,0,0,0,0,0,0,0,0,27.777777777777775,0,0,0,0,0,0,0,0,0,0
silver_Target_Practice,TIME_LIMIT_EXCEEDED,28,8.64%,13.33%,2.460,3.9765625,,0,27.777777777777775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bronze_Candy_Cane_Feast,TIME_LIMIT_EXCEEDED,231,71.08%,71.43%,2.460,4.39453125,,0,25.64102564102564,0,0,0,0,0,0,0,0,0,0,25.64102564102564,0,0,0,25.64102564102564,25.64102564102564,25.64102564102564,25.64102564102564,25.64102564102564,25.64102564102564,25.64102564102564
bronze_Cowntact_Tracing_2,WRONG_ANSWER,100,30.30%,33.33%,0.130,1.73828125,,0,33.33333333333333,0,0,0,0,0,0,0,0,0,0,33.33333333333333,0,0,0,0,33.33333333333333,0,0,0,0,0
bronze_Farmer_John_Actually_Farms,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL,,1559,,11.21%,,,4.17%,,,,,,,,,,,,,,,,,,,,,,,
