problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_10,subtask_11,subtask_12,subtask_13,subtask_14,subtask_15,subtask_16,subtask_17,subtask_18,subtask_19,subtask_2,subtask_20,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8,subtask_9
silver_Following_Directions,ACCEPTED,333,103.42%,100.00%,4.280,18.05078125,,0,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,0,0,0,0,0,23.809523809523807,0,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807,23.809523809523807
silver_Moo_Route,RUNTIME_ERROR,19,5.86%,5.00%,0.120,2.2734375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.51851851851852
bronze_Leaders,RUNTIME_ERROR,0,0.00%,0.00%,0.890,2.328125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bronze_Air_Cownditioning_II,ACCEPTED,333,100.91%,100.00%,0.000,0,,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,0,0,0,33.33333333333333,0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
bronze_Moo_Operations,WRONG_ANSWER,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Hungry_Cow,RUNTIME_ERROR,0,0.00%,0.00%,0.110,0.00390625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Problem_Setting,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Watching_Cowflix,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Equal_Sum_Subarrays,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Fertilizing_Pastures,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Piling_Papers,MEMORY_LIMIT_EXCEEDED,0,0.00%,7.69%,0.310,219.8515625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_Bakery,TIME_LIMIT_EXCEEDED,100,30.30%,36.36%,2.460,0.00390625,,0,33.33333333333333,0,0,0,0,0,0,0,0,0,0,33.33333333333333,0,33.33333333333333,0,0,0,0,0,0
silver_Cow-libi,WRONG_ANSWER,0,0.00%,9.09%,0.150,3.62109375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_Moo_Route_II,TIME_LIMIT_EXCEEDED,204,62.96%,60.00%,4.850,15.21875,,0,18.51851851851852,18.51851851851852,18.51851851851852,0,0,0,0,0,0,0,0,18.51851851851852,0,18.51851851851852,18.51851851851852,18.51851851851852,18.51851851851852,18.51851851851852,18.51851851851852,18.51851851851852
bronze_Hungry_Cow,ACCEPTED,333,100.91%,100.00%,0.130,2.7890625,,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,0,0,0,33.33333333333333,0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
bronze_Stamp_Grid,WRONG_ANSWER,0,0.00%,7.14%,0.120,0.00390625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bronze_Watching_Mooloo,ACCEPTED,333,100.91%,100.00%,0.120,2.015625,,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,0,0,0,33.33333333333333,0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
platinum_Cowntact_Tracing,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_A_Graph_Problem,TIME_LIMIT_EXCEEDED,17,5.31%,17.39%,2.450,44.5546875,,0,16.666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Train_Scheduling,RUNTIME_ERROR,50,15.62%,20.83%,0.190,192.59375,,0,16.666666666666664,0,0,0,0,0,0,0,0,0,0,16.666666666666664,0,0,16.666666666666664,0,0,0,0,0
gold_Flight_Routes,ACCEPTED,333,104.06%,100.00%,0.160,5.68359375,,0,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664
gold_Minimum_Longest_Trip,RUNTIME_ERROR,104,32.50%,30.00%,0.290,23.14453125,,0,20.833333333333332,0,0,20.833333333333332,20.833333333333332,20.833333333333332,0,0,0,0,0,20.833333333333332,0,0,0,0,0,0,0,0
gold_Haybale_Distribution,WRONG_ANSWER,44,13.33%,18.75%,0.230,3.62109375,,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222222222,0,22.22222222222222,0,0,0,0,0,0
silver_Bovine_Acrobatics,RUNTIME_ERROR,89,26.97%,23.53%,0.170,6.1796875,,0,0,22.22222222222222,0,0,0,0,0,0,0,0,0,22.22222222222222,0,0,0,0,0,0,22.22222222222222,22.22222222222222
silver_Cycle_Correspondence,TIME_LIMIT_EXCEEDED,28,8.64%,13.33%,2.460,34.80859375,,0,0,0,0,0,0,0,0,0,0,0,0,27.777777777777775,0,0,0,0,0,0,0,0
silver_Target_Practice,TIME_LIMIT_EXCEEDED,83,25.62%,40.00%,2.480,10.5703125,,0,27.777777777777775,0,0,0,0,0,0,0,0,0,0,27.777777777777775,0,27.777777777777775,0,0,0,0,0,0
bronze_Candy_Cane_Feast,TIME_LIMIT_EXCEEDED,231,71.08%,71.43%,2.470,5.82421875,,0,25.64102564102564,0,0,0,0,0,0,0,0,0,0,25.64102564102564,0,25.64102564102564,25.64102564102564,25.64102564102564,25.64102564102564,25.64102564102564,25.64102564102564,25.64102564102564
bronze_Cowntact_Tracing_2,RUNTIME_ERROR,67,20.30%,16.67%,0.130,1.7109375,,0,33.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333333333,0,0,0,0,0,0
bronze_Farmer_John_Actually_Farms,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL,,2959,,20.72%,,,10.42%,,,,,,,,,,,,,,,,,,,,,
