problem,status,score,relative_score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_10,subtask_11,subtask_12,subtask_13,subtask_14,subtask_15,subtask_16,subtask_17,subtask_18,subtask_19,subtask_2,subtask_20,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8,subtask_9
bronze_More_Cow_Photos,ACCEPTED,333,100.91%,100.00%,0.220,2.640625,,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,0,0,0,33.33333333333333,0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
bronze_Its_Mooin_Time_III,TIME_LIMIT_EXCEEDED,67,20.30%,18.18%,2.410,2.38671875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333333333,33.33333333333333,0,0,0,0,0
platinum_DFS_Order,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Shock_Wave,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Watering_the_Plants,TIME_LIMIT_EXCEEDED,0,0.00%,10.53%,2.490,7.5625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Median_Heap,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Reachable_Pairs,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Photo_Op,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_Cow_Checkups,MEMORY_LIMIT_EXCEEDED,67,20.94%,30.43%,0.630,306.28515625,,0,16.666666666666664,0,0,0,0,0,0,0,0,0,0,16.666666666666664,0,0,0,16.666666666666664,16.666666666666664,0,0,0
silver_Farmer_Johns_Favorite_Operation,WRONG_ANSWER,44,13.33%,18.75%,0.380,3.91015625,,0,22.22222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222222222,0,0,0,0,0
silver_Table_Recovery,MEMORY_LIMIT_EXCEEDED,0,0.00%,6.67%,0.270,5.1640625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bronze_Astral_Superposition,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bronze_Its_Mooin_Time_II,WRONG_ANSWER,0,0.00%,9.09%,0.380,32.99609375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bronze_Cow_Checkups,ACCEPTED,333,100.91%,100.00%,0.550,1.55859375,,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,0,0,0,33.33333333333333,0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
platinum_Min_Max_Subarrays,TIME_LIMIT_EXCEEDED,0,0.00%,23.08%,3.610,5.16796875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_Transforming_Pairs,WRONG_ANSWER,0,0.00%,5.26%,0.360,0.00390625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platinum_True_or_False_Test,WRONG_ANSWER,0,0.00%,5.00%,0.210,39.04296875,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Bessies_Function,WRONG_ANSWER,88,27.24%,33.33%,0.220,4.39453125,,0,17.543859649122805,0,0,0,0,0,0,17.543859649122805,0,0,17.543859649122805,0,0,0,17.543859649122805,0,0,17.543859649122805,0,0
gold_The_Best_Subsequence,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Friendship_Editing,WRONG_ANSWER,22,6.67%,22.22%,0.150,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222222222,0,0,0,0,0
silver_The_Best_Lineup,TIME_LIMIT_EXCEEDED,137,42.41%,44.44%,2.470,3.64453125,,0,19.6078431372549,0,0,0,0,0,0,0,0,0,0,19.6078431372549,0,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,19.6078431372549,0,0
silver_Vocabulary_Quiz,TIME_LIMIT_EXCEEDED,156,47.27%,55.56%,2.480,66.07421875,,0,22.22222222222222,0,0,0,0,0,0,0,0,0,0,22.22222222222222,0,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,0,0
silver_Transforming_Pairs,ACCEPTED,333,100.91%,100.00%,0.160,0.00390625,,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,0,0,0,33.33333333333333,0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
bronze_Reflection,ACCEPTED,333,100.91%,100.00%,0.320,9.03125,,0,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,0,0,0,0,22.22222222222222,0,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222
bronze_Making_Mexes,ACCEPTED,333,100.91%,100.00%,0.330,3.62109375,,0,33.33333333333333,33.33333333333333,0,0,0,0,0,0,0,0,0,33.33333333333333,0,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333,33.33333333333333
bronze_Printing_Sequences,ACCEPTED,333,100.91%,100.00%,0.240,0.00390625,,0,30.3030303030303,30.3030303030303,30.3030303030303,0,0,0,0,0,0,0,0,30.3030303030303,0,30.3030303030303,30.3030303030303,30.3030303030303,30.3030303030303,30.3030303030303,30.3030303030303,30.3030303030303
TOTAL,,2936,,28.23%,,,19.44%,,,,,,,,,,,,,,,,,,,,,
