Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
DeepSeek-R1-Distill-Llama-70B,16.0,6,16.0,6.22,0.0,None,86,7.608695652173913,32,2.67
gpt-4.1,14.0,6,14.0,9.71,0.0,None,86,7.608695652173913,33,2.33
Mistral-Small-3.1-24B-2503,5.0,6,5.0,2.74,0.0,None,86,7.608695652173913,34,0.83
Qwen2.5-72B,5.0,6,5.0,6.34,0.0,None,86,7.608695652173913,35,0.83
Qwen3-30B-Non-Thinking,5.0,6,5.0,5.74,0.0,None,86,7.608695652173913,36,0.83
Mistral-Large-Instruct-2411,5.0,6,5.0,4.38,0.0,None,86,7.608695652173913,37,0.83
Qwen3-14B-Non-Thinking,5.0,6,5.0,2.76,0.0,None,86,7.608695652173913,38,0.83
Qwen2.5-Coder-14B-Instruct,5.0,6,5.0,3.86,0.0,None,86,7.608695652173913,39,0.83
OlympicCoder-7B,5.0,6,5.0,5.5,0.0,None,86,7.608695652173913,40,0.83
DeepSeek-R1-Distill-Qwen-32B,0.0,6,0.0,0.0,0.0,None,91,2.1739130434782608,41,0.0
Qwen2.5-Coder-32B-Instruct,0.0,6,0.0,0.0,0.0,None,91,2.1739130434782608,42,0.0
DeepSeek-R1-Distill-Qwen-14B,0.0,6,0.0,0.0,0.0,None,91,2.1739130434782608,43,0.0
DeepSeek-R1-Distill-Qwen-7B,0.0,6,0.0,0.0,0.0,None,91,2.1739130434782608,44,0.0
DeepSeek-R1-Distill-Llama-8B,0.0,6,0.0,0.0,0.0,None,91,2.1739130434782608,45,0.0
seed-oss_2048,0.0,6,0.0,0.0,0.0,None,91,2.1739130434782608,46,0.0
seed-oss_4096,0.0,6,0.0,0.0,0.0,None,91,2.1739130434782608,47,0.0
seed-oss_0,0.0,6,0.0,0.27,0.0,None,91,2.1739130434782608,48,0.0
Llama-3.1-8B-Instruct,0.0,6,0.0,0.27,0.0,None,91,2.1739130434782608,49,0.0
Codestral-22B-v0.1,0.0,6,0.0,0.27,0.0,None,91,2.1739130434782608,50,0.0
seed-oss_512,0.0,6,0.0,1.59,0.0,None,91,2.1739130434782608,51,0.0
Qwen3-4B-Non-Thinking,0.0,6,0.0,0.75,0.0,None,91,2.1739130434782608,52,0.0
Qwen2.5-Coder-7B-Instruct,0.0,6,0.0,0.55,0.0,None,91,2.1739130434782608,53,0.0
Qwen3-8B-Non-Thinking,0.0,6,0.0,0.4,0.0,None,91,2.1739130434782608,54,0.0
seed-oss_1024,0.0,6,0.0,1.13,0.0,None,91,2.1739130434782608,55,0.0
DeepSeek-Coder-V2-Lite-Instruct,0.0,6,0.0,0.77,0.0,None,91,2.1739130434782608,56,0.0
