Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
Llama-3.3-70B-Instruct,190.0,8,190.0,36.29,11.11,None,644,44.99572284003422,35,23.75
Qwen3-32B-Non-Thinking,189.0,8,189.0,32.97,11.11,None,644,44.99572284003422,36,23.62
OlympicCoder-7B,185.0,8,185.0,32.27,11.11,None,644,44.99572284003422,37,23.12
Qwen3-30B-Non-Thinking,168.0,8,168.0,30.5,11.11,None,652,44.31137724550898,38,21.0
Qwen2.5-Coder-14B-Instruct,168.0,8,168.0,27.27,11.11,None,652,44.31137724550898,39,21.0
Qwen3-14B-Non-Thinking,148.0,8,148.0,23.24,11.11,None,658,43.798118049615056,40,18.5
Mistral-Small-3.1-24B-2503,135.0,8,135.0,27.38,11.11,None,669,42.857142857142854,41,16.88
seed-oss_0,130.0,8,130.0,18.24,11.11,None,682,41.74508126603935,42,16.25
Llama-4-Scout,117.0,8,117.0,16.1,11.11,None,705,39.7775876817793,43,14.62
Qwen2.5-72B,102.0,8,102.0,21.92,0.0,None,719,38.57998289136014,44,12.75
Codestral-22B-v0.1,100.0,8,100.0,11.83,11.11,None,785,32.93413173652694,45,12.5
DeepSeek-Coder-V2-Lite-Instruct,100.0,8,100.0,18.12,11.11,None,785,32.93413173652694,46,12.5
Qwen3-4B-Non-Thinking,95.0,8,95.0,20.68,0.0,None,787,32.76304533789564,47,11.88
Mistral-Large-Instruct-2411,60.0,8,60.0,24.92,0.0,None,830,29.0846877673225,48,7.5
seed-oss_1024,59.0,8,59.0,16.91,0.0,None,830,29.0846877673225,49,7.38
seed-oss_2048,51.0,8,51.0,21.92,0.0,None,848,27.54491017964072,50,6.38
seed-oss_512,40.0,8,40.0,18.36,0.0,None,858,26.689478186484173,51,5.0
DeepSeek-R1-Distill-Llama-8B,30.0,8,30.0,4.89,0.0,None,867,25.919589392643285,52,3.75
Qwen3-8B-Non-Thinking,14.0,8,14.0,9.51,0.0,None,914,21.899059024807528,53,1.75
Llama-3.1-8B-Instruct,0.0,8,0.0,0.0,0.0,None,963,17.70744225834046,54,0.0
Qwen2.5-Coder-7B-Instruct,0.0,8,0.0,2.0,0.0,None,963,17.70744225834046,55,0.0
