Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
Qwen3-4B-Non-Thinking,20.0,6,20.0,16.55,0.0,None,193,1.5384615384615385,37,3.33
Qwen3-14B-Non-Thinking,20.0,6,20.0,14.5,0.0,None,193,1.5384615384615385,38,3.33
Qwen3-8B-Non-Thinking,20.0,6,20.0,20.28,0.0,None,193,1.5384615384615385,39,3.33
DeepSeek-Coder-V2-Lite-Instruct,16.0,6,16.0,8.87,0.0,None,194,1.0256410256410255,40,2.67
seed-oss_0,16.0,6,16.0,13.86,0.0,None,194,1.0256410256410255,41,2.67
Qwen2.5-Coder-14B-Instruct,16.0,6,16.0,14.41,0.0,None,194,1.0256410256410255,42,2.67
Mistral-Large-Instruct-2411,16.0,6,16.0,14.42,0.0,None,194,1.0256410256410255,43,2.67
DeepSeek-R1-Distill-Llama-8B,14.0,6,14.0,5.27,0.0,None,194,1.0256410256410255,44,2.33
seed-oss_1024,14.0,6,14.0,7.45,0.0,None,194,1.0256410256410255,45,2.33
seed-oss_2048,12.0,6,12.0,9.48,0.0,None,194,1.0256410256410255,46,2.0
seed-oss_512,12.0,6,12.0,10.37,0.0,None,194,1.0256410256410255,47,2.0
QwQ-32B,11.0,6,11.0,7.93,0.0,None,194,1.0256410256410255,48,1.83
DeepSeek-R1-Distill-Qwen-32B,10.0,6,10.0,6.79,0.0,None,194,1.0256410256410255,49,1.67
Llama-3.1-8B-Instruct,100.0,6,0.0,15.23,12.5,None,194,1.0256410256410255,50,0.0
DeepSeek-R1-Distill-Qwen-7B,0.0,6,0.0,0.0,0.0,None,194,1.0256410256410255,51,0.0
Qwen2.5-Coder-32B-Instruct,0.0,6,0.0,3.67,0.0,None,194,1.0256410256410255,52,0.0
DeepSeek-R1-Distill-Qwen-14B,0.0,6,0.0,6.23,0.0,None,194,1.0256410256410255,53,0.0
Codestral-22B-v0.1,0.0,6,0.0,3.27,0.0,None,194,1.0256410256410255,54,0.0
Qwen2.5-Coder-7B-Instruct,0.0,6,0.0,6.5,0.0,None,194,1.0256410256410255,55,0.0
Mistral-Small-3.1-24B-2503,0.0,6,0.0,6.67,0.0,None,194,1.0256410256410255,56,0.0
