Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
gpt-oss-120b-low,200.0,7,200.0,25.36,25.0,None,111,41.48936170212766,22,28.57
Qwen3-14B,200.0,7,200.0,29.54,25.0,None,111,41.48936170212766,23,28.57
deepseek-reasoner,200.0,7,200.0,25.71,25.0,None,111,41.48936170212766,24,28.57
OlympicCoder-7B,200.0,7,200.0,25.54,25.0,None,111,41.48936170212766,25,28.57
gpt-4.1,158.0,7,158.0,26.16,12.5,None,132,30.319148936170212,26,22.57
seed-oss_2048,141.0,7,141.0,23.61,12.5,None,140,26.06382978723404,27,20.14
deepseek-chat,136.0,7,136.0,20.72,12.5,None,143,24.46808510638298,28,19.43
DeepSeek-R1-Distill-Llama-70B,119.0,7,119.0,23.7,12.5,None,150,20.74468085106383,29,17.0
seed-oss_0,100.0,7,100.0,15.07,12.5,None,161,14.893617021276595,30,14.29
seed-oss_1024,100.0,7,100.0,15.33,12.5,None,161,14.893617021276595,31,14.29
Qwen3-8B,100.0,7,100.0,15.79,12.5,None,161,14.893617021276595,32,14.29
Qwen3-4B,100.0,7,100.0,15.79,12.5,None,161,14.893617021276595,33,14.29
seed-oss_512,84.0,7,84.0,12.57,0.0,None,163,13.829787234042554,34,12.0
Qwen2.5-Coder-14B-Instruct,42.0,7,42.0,8.41,0.0,None,177,6.382978723404255,35,6.0
Mistral-Small-3.1-24B-2503,42.0,7,42.0,9.2,0.0,None,177,6.382978723404255,36,6.0
Qwen3-32B-Non-Thinking,39.0,7,39.0,11.49,0.0,None,181,4.25531914893617,37,5.57
Llama-3.3-70B-Instruct,39.0,7,39.0,12.88,0.0,None,181,4.25531914893617,38,5.57
DeepSeek-Coder-V2-Lite-Instruct,28.0,7,28.0,9.22,0.0,None,184,2.6595744680851063,39,4.0
Qwen3-30B-Non-Thinking,25.0,7,25.0,9.99,0.0,None,184,2.6595744680851063,40,3.57
Qwen3-14B-Non-Thinking,23.0,7,23.0,4.12,0.0,None,184,2.6595744680851063,41,3.29
Codestral-22B-v0.1,19.0,7,19.0,6.57,0.0,None,184,2.6595744680851063,42,2.71
Llama-3.1-8B-Instruct,19.0,7,19.0,3.47,0.0,None,184,2.6595744680851063,43,2.71
Qwen2.5-72B,19.0,7,19.0,7.66,0.0,None,184,2.6595744680851063,44,2.71
Llama-4-Scout,19.0,7,19.0,6.35,0.0,None,184,2.6595744680851063,45,2.71
Qwen3-8B-Non-Thinking,19.0,7,19.0,7.2,0.0,None,184,2.6595744680851063,46,2.71
Mistral-Large-Instruct-2411,14.0,7,14.0,8.95,0.0,None,184,2.6595744680851063,47,2.0
DeepSeek-R1-Distill-Qwen-14B,0.0,7,0.0,0.0,0.0,None,185,2.127659574468085,48,0.0
seed-oss_16384,0.0,7,0.0,0.0,0.0,None,185,2.127659574468085,49,0.0
DeepSeek-R1-Distill-Llama-8B,0.0,7,0.0,0.0,0.0,None,185,2.127659574468085,50,0.0
DeepSeek-R1-Distill-Qwen-7B,0.0,7,0.0,0.0,0.0,None,185,2.127659574468085,51,0.0
Qwen2.5-Coder-7B-Instruct,0.0,7,0.0,3.62,0.0,None,185,2.127659574468085,52,0.0
QwQ-32B,0.0,7,0.0,3.51,0.0,None,185,2.127659574468085,53,0.0
DeepSeek-R1-Distill-Qwen-32B,0.0,7,0.0,0.0,0.0,None,185,2.127659574468085,54,0.0
Qwen2.5-Coder-32B-Instruct,0.0,7,0.0,0.0,0.0,None,185,2.127659574468085,55,0.0
Qwen3-4B-Non-Thinking,0.0,7,0.0,5.89,0.0,None,185,2.127659574468085,56,0.0
