Model,Total Score,Included Tasks,Included Score,Avg Tests Passed,Pass Rate (%),Medal,Human Relative Rank,Human Percentile,Rank,Relative Score (%)
seed-oss_4096,142.0,5,142.0,51.52,40.0,None,114,36.87150837988827,35,28.4
seed-oss_2048,142.0,5,142.0,48.98,40.0,None,114,36.87150837988827,36,28.4
Qwen3-30B-Non-Thinking,135.0,5,135.0,47.76,40.0,None,119,34.07821229050279,37,27.0
Qwen2.5-72B,120.0,5,120.0,40.33,40.0,None,120,33.5195530726257,38,24.0
Qwen3-32B-Non-Thinking,92.0,5,92.0,38.89,20.0,None,145,19.553072625698324,39,18.4
Qwen3-14B-Non-Thinking,92.0,5,92.0,29.31,20.0,None,145,19.553072625698324,40,18.4
DeepSeek-Coder-V2-Lite-Instruct,75.0,5,75.0,21.86,0.0,None,151,16.201117318435752,41,15.0
seed-oss_0,72.0,5,72.0,23.01,0.0,None,157,12.849162011173185,42,14.4
Mistral-Large-Instruct-2411,70.0,5,70.0,26.96,20.0,None,158,12.29050279329609,43,14.0
Qwen3-8B-Non-Thinking,57.0,5,57.0,25.35,0.0,None,165,8.379888268156424,44,11.4
Llama-4-Scout,47.0,5,47.0,16.58,0.0,None,170,5.58659217877095,45,9.4
Llama-3.1-8B-Instruct,45.0,5,45.0,17.18,0.0,None,170,5.58659217877095,46,9.0
Llama-3.3-70B-Instruct,38.0,5,38.0,24.24,0.0,None,172,4.4692737430167595,47,7.6
Qwen3-4B-Non-Thinking,25.0,5,25.0,10.27,0.0,None,174,3.35195530726257,48,5.0
Qwen2.5-Coder-14B-Instruct,25.0,5,25.0,13.29,0.0,None,174,3.35195530726257,49,5.0
Codestral-22B-v0.1,25.0,5,25.0,11.07,0.0,None,174,3.35195530726257,50,5.0
Mistral-Small-3.1-24B-2503,25.0,5,25.0,9.73,0.0,None,174,3.35195530726257,51,5.0
DeepSeek-R1-Distill-Llama-8B,22.0,5,22.0,6.11,0.0,None,176,2.2346368715083798,52,4.4
Qwen2.5-Coder-7B-Instruct,20.0,5,20.0,10.23,0.0,None,176,2.2346368715083798,53,4.0
Qwen2.5-Coder-32B-Instruct,20.0,5,20.0,15.56,0.0,None,176,2.2346368715083798,54,4.0
seed-oss_16384,0.0,5,0.0,0.0,0.0,None,177,1.675977653631285,55,0.0
