problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_10,subtask_11,subtask_12,subtask_13,subtask_14,subtask_15,subtask_16,subtask_17,subtask_18,subtask_19,subtask_2,subtask_20,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8,subtask_9
platinum_True_or_False_Test,WRONG_ANSWER,0,5.00%,0.100,5.94140625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Bessies_Function,RUNTIME_ERROR,18,4.76%,0.080,3.421875,,0,17.543859649122805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_The_Best_Subsequence,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gold_Friendship_Editing,WRONG_ANSWER,133,50.00%,0.080,0.00390625,,0,22.22222222222222,22.22222222222222,0,0,0,0,0,0,0,0,0,22.22222222222222,0,22.22222222222222,0,22.22222222222222,0,0,0,22.22222222222222
silver_The_Best_Lineup,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_Vocabulary_Quiz,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver_Transforming_Pairs,WRONG_ANSWER,0,16.67%,0.050,0.00390625,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bronze_Reflection,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bronze_Making_Mexes,WRONG_ANSWER,0,0.00%,0.070,3.62109375,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bronze_Printing_Sequences,WRONG_ANSWER,30,15.38%,0.050,0.00390625,,0,30.3030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL,,314,5.19%,,,0.00%,,,,,,,,,,,,,,,,,,,,,
