problem_id,model,solution_file,status,score,relative_score,tests_passed,execution_time,memory_usage
APIO-2024-contest-train,claude-sonnet-4.5,train_claude-sonnet-4.5_5.cpp,RUNTIME_ERROR,10,10.00%,32.14%,0.100,7.671875
APIO-2024-contest-train,claude-sonnet-4.5,train_claude-sonnet-4.5_6.cpp,RUNTIME_ERROR,10,10.00%,32.14%,0.090,16.84765625
APIO-2024-contest-train,claude-sonnet-4.5,train_claude-sonnet-4.5_7.cpp,RUNTIME_ERROR,10,10.00%,32.14%,0.100,15.3828125
BOI-2023-contest-astronomer,claude-sonnet-4.5,astronomer_claude-sonnet-4.5_0.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,32.74%,5.970,2.83984375
BOI-2023-contest-astronomer,claude-sonnet-4.5,astronomer_claude-sonnet-4.5_1.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,2.78%,5.990,0.00390625
BOI-2023-contest-astronomer,claude-sonnet-4.5,astronomer_claude-sonnet-4.5_2.cpp,RUNTIME_ERROR,8,8.00%,36.36%,1.170,0.00390625
BOI-2023-contest-astronomer,claude-sonnet-4.5,astronomer_claude-sonnet-4.5_3.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,31.36%,5.970,0.00390625
BOI-2023-contest-astronomer,claude-sonnet-4.5,astronomer_claude-sonnet-4.5_4.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,33.73%,5.980,0.00390625
BOI-2023-contest-astronomer,claude-sonnet-4.5,astronomer_claude-sonnet-4.5_5.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,32.14%,5.980,0.00390625
BOI-2023-contest-astronomer,claude-sonnet-4.5,astronomer_claude-sonnet-4.5_6.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,2.78%,5.980,0.00390625
BOI-2023-contest-astronomer,claude-sonnet-4.5,astronomer_claude-sonnet-4.5_7.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,29.76%,5.970,0.00390625
BOI-2023-contest-minequake,claude-sonnet-4.5,minequake_claude-sonnet-4.5_0.cpp,TIME_LIMIT_EXCEEDED,41,41.00%,90.34%,2.410,3.35546875
BOI-2023-contest-minequake,claude-sonnet-4.5,minequake_claude-sonnet-4.5_1.cpp,TIME_LIMIT_EXCEEDED,41,41.00%,90.34%,2.410,5.421875
BOI-2023-contest-minequake,claude-sonnet-4.5,minequake_claude-sonnet-4.5_2.cpp,TIME_LIMIT_EXCEEDED,41,41.00%,90.34%,2.410,3.61328125
BOI-2023-contest-minequake,claude-sonnet-4.5,minequake_claude-sonnet-4.5_3.cpp,TIME_LIMIT_EXCEEDED,41,41.00%,90.34%,2.410,3.359375
BOI-2023-contest-minequake,claude-sonnet-4.5,minequake_claude-sonnet-4.5_4.cpp,TIME_LIMIT_EXCEEDED,41,41.00%,90.34%,2.410,2.6484375
BOI-2023-contest-minequake,claude-sonnet-4.5,minequake_claude-sonnet-4.5_5.cpp,TIME_LIMIT_EXCEEDED,41,41.00%,90.34%,2.410,5.421875
BOI-2023-contest-minequake,claude-sonnet-4.5,minequake_claude-sonnet-4.5_6.cpp,TIME_LIMIT_EXCEEDED,41,41.00%,90.34%,2.420,5.421875
BOI-2023-contest-minequake,claude-sonnet-4.5,minequake_claude-sonnet-4.5_7.cpp,TIME_LIMIT_EXCEEDED,41,41.00%,90.34%,2.410,3.359375
BOI-2023-contest-mineraldeposits,claude-sonnet-4.5,mineraldeposits_claude-sonnet-4.5_0.cpp,RUNTIME_ERROR,0,0.00%,12.79%,0.050,1.546875
BOI-2023-contest-mineraldeposits,claude-sonnet-4.5,mineraldeposits_claude-sonnet-4.5_1.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,37.27%,2.410,810.16015625
BOI-2023-contest-mineraldeposits,claude-sonnet-4.5,mineraldeposits_claude-sonnet-4.5_2.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.010,1.48828125
BOI-2023-contest-mineraldeposits,claude-sonnet-4.5,mineraldeposits_claude-sonnet-4.5_3.cpp,RUNTIME_ERROR,0,0.00%,0.00%,0.000,1.48828125
BOI-2023-contest-mineraldeposits,claude-sonnet-4.5,mineraldeposits_claude-sonnet-4.5_4.cpp,RUNTIME_ERROR,9,9.00%,61.49%,0.050,1.55078125
BOI-2023-contest-mineraldeposits,claude-sonnet-4.5,mineraldeposits_claude-sonnet-4.5_5.cpp,RUNTIME_ERROR,9,9.00%,57.86%,0.460,1.55078125
BOI-2023-contest-mineraldeposits,claude-sonnet-4.5,mineraldeposits_claude-sonnet-4.5_6.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2023-contest-mineraldeposits,claude-sonnet-4.5,mineraldeposits_claude-sonnet-4.5_7.cpp,RUNTIME_ERROR,0,0.00%,12.79%,0.000,1.484375
BOI-2023-contest-sequence,claude-sonnet-4.5,sequence_claude-sonnet-4.5_0.cpp,RUNTIME_ERROR,0,0.00%,8.00%,0.000,0
BOI-2023-contest-sequence,claude-sonnet-4.5,sequence_claude-sonnet-4.5_1.cpp,TIME_LIMIT_EXCEEDED,11,11.00%,54.55%,1.210,185.81640625
BOI-2023-contest-sequence,claude-sonnet-4.5,sequence_claude-sonnet-4.5_2.cpp,TIME_LIMIT_EXCEEDED,11,11.00%,54.55%,1.220,147.9921875
BOI-2023-contest-sequence,claude-sonnet-4.5,sequence_claude-sonnet-4.5_3.cpp,RUNTIME_ERROR,0,0.00%,8.00%,0.000,0
BOI-2023-contest-sequence,claude-sonnet-4.5,sequence_claude-sonnet-4.5_4.cpp,RUNTIME_ERROR,11,11.00%,54.55%,0.000,0
BOI-2023-contest-sequence,claude-sonnet-4.5,sequence_claude-sonnet-4.5_5.cpp,RUNTIME_ERROR,11,11.00%,54.55%,0.000,0
BOI-2023-contest-sequence,claude-sonnet-4.5,sequence_claude-sonnet-4.5_6.cpp,RUNTIME_ERROR,11,11.00%,54.55%,0.000,0
BOI-2023-contest-sequence,claude-sonnet-4.5,sequence_claude-sonnet-4.5_7.cpp,RUNTIME_ERROR,0,0.00%,8.00%,0.000,0
BOI-2023-contest-staringcontest,claude-sonnet-4.5,staringcontest_claude-sonnet-4.5_0.cpp,RUNTIME_ERROR,0,0.00%,2.56%,0.010,1.48828125
BOI-2023-contest-staringcontest,claude-sonnet-4.5,staringcontest_claude-sonnet-4.5_1.cpp,RUNTIME_ERROR,9,9.00%,48.72%,0.010,3.47265625
BOI-2023-contest-staringcontest,claude-sonnet-4.5,staringcontest_claude-sonnet-4.5_2.cpp,RUNTIME_ERROR,9,9.00%,48.72%,0.010,1.55078125
BOI-2023-contest-staringcontest,claude-sonnet-4.5,staringcontest_claude-sonnet-4.5_3.cpp,RUNTIME_ERROR,9,9.00%,48.72%,0.020,3.53515625
BOI-2023-contest-staringcontest,claude-sonnet-4.5,staringcontest_claude-sonnet-4.5_4.cpp,RUNTIME_ERROR,9,9.00%,48.72%,0.010,11.80078125
BOI-2023-contest-staringcontest,claude-sonnet-4.5,staringcontest_claude-sonnet-4.5_5.cpp,RUNTIME_ERROR,0,0.00%,2.56%,0.010,1.55078125
BOI-2023-contest-staringcontest,claude-sonnet-4.5,staringcontest_claude-sonnet-4.5_6.cpp,RUNTIME_ERROR,0,0.00%,2.56%,0.010,1.48828125
BOI-2023-contest-staringcontest,claude-sonnet-4.5,staringcontest_claude-sonnet-4.5_7.cpp,RUNTIME_ERROR,9,9.00%,48.72%,0.010,1.55078125
BOI-2023-contest-tycho,claude-sonnet-4.5,tycho_claude-sonnet-4.5_0.cpp,TIME_LIMIT_EXCEEDED,32,32.00%,87.94%,2.410,32.703125
BOI-2023-contest-tycho,claude-sonnet-4.5,tycho_claude-sonnet-4.5_1.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2023-contest-tycho,claude-sonnet-4.5,tycho_claude-sonnet-4.5_2.cpp,TIME_LIMIT_EXCEEDED,12,12.00%,82.66%,2.410,82.25390625
BOI-2023-contest-tycho,claude-sonnet-4.5,tycho_claude-sonnet-4.5_3.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,3.67%,2.410,0.00390625
BOI-2023-contest-tycho,claude-sonnet-4.5,tycho_claude-sonnet-4.5_4.cpp,TIME_LIMIT_EXCEEDED,5,5.00%,79.92%,2.410,6.70703125
BOI-2023-contest-tycho,claude-sonnet-4.5,tycho_claude-sonnet-4.5_5.cpp,TIME_LIMIT_EXCEEDED,12,12.00%,82.26%,2.410,103.1328125
BOI-2023-contest-tycho,claude-sonnet-4.5,tycho_claude-sonnet-4.5_6.cpp,TIME_LIMIT_EXCEEDED,32,32.00%,87.94%,2.420,40.14453125
BOI-2023-contest-tycho,claude-sonnet-4.5,tycho_claude-sonnet-4.5_7.cpp,COMPILATION_ERROR,0,0.00%,0.00%,0.000,0
BOI-2024-contest-fire,claude-sonnet-4.5,fire_claude-sonnet-4.5_0.cpp,TIME_LIMIT_EXCEEDED,14,14.00%,39.74%,1.210,22.6953125
BOI-2024-contest-fire,claude-sonnet-4.5,fire_claude-sonnet-4.5_1.cpp,TIME_LIMIT_EXCEEDED,31,31.00%,65.31%,1.210,13.671875
BOI-2024-contest-fire,claude-sonnet-4.5,fire_claude-sonnet-4.5_2.cpp,TIME_LIMIT_EXCEEDED,40,40.00%,91.76%,1.210,11.3671875
BOI-2024-contest-fire,claude-sonnet-4.5,fire_claude-sonnet-4.5_3.cpp,TIME_LIMIT_EXCEEDED,31,31.00%,65.31%,1.220,4.39453125
BOI-2024-contest-fire,claude-sonnet-4.5,fire_claude-sonnet-4.5_4.cpp,TIME_LIMIT_EXCEEDED,31,31.00%,65.31%,1.220,22.6953125
BOI-2024-contest-fire,claude-sonnet-4.5,fire_claude-sonnet-4.5_5.cpp,TIME_LIMIT_EXCEEDED,40,40.00%,84.44%,1.210,2.84765625
BOI-2024-contest-fire,claude-sonnet-4.5,fire_claude-sonnet-4.5_6.cpp,TIME_LIMIT_EXCEEDED,31,31.00%,65.31%,1.220,22.6953125
BOI-2024-contest-fire,claude-sonnet-4.5,fire_claude-sonnet-4.5_7.cpp,TIME_LIMIT_EXCEEDED,31,31.00%,65.31%,1.210,22.6953125
BOI-2024-contest-jobs,claude-sonnet-4.5,jobs_claude-sonnet-4.5_0.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.210,46.31640625
BOI-2024-contest-jobs,claude-sonnet-4.5,jobs_claude-sonnet-4.5_1.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.210,162.9140625
BOI-2024-contest-jobs,claude-sonnet-4.5,jobs_claude-sonnet-4.5_2.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.220,39.32421875
BOI-2024-contest-jobs,claude-sonnet-4.5,jobs_claude-sonnet-4.5_3.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.210,44.9375
BOI-2024-contest-jobs,claude-sonnet-4.5,jobs_claude-sonnet-4.5_4.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.210,284.83984375
BOI-2024-contest-jobs,claude-sonnet-4.5,jobs_claude-sonnet-4.5_5.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.210,152.75390625
BOI-2024-contest-jobs,claude-sonnet-4.5,jobs_claude-sonnet-4.5_6.cpp,RUNTIME_ERROR,11,11.00%,10.14%,0.150,76.57421875
BOI-2024-contest-jobs,claude-sonnet-4.5,jobs_claude-sonnet-4.5_7.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.220,278.53125
BOI-2024-contest-portal,claude-sonnet-4.5,portal_claude-sonnet-4.5_0.cpp,TIME_LIMIT_EXCEEDED,40,40.00%,50.79%,1.210,124.2734375
BOI-2024-contest-portal,claude-sonnet-4.5,portal_claude-sonnet-4.5_1.cpp,MEMORY_LIMIT_EXCEEDED,11,11.00%,35.26%,0.130,131.0546875
BOI-2024-contest-portal,claude-sonnet-4.5,portal_claude-sonnet-4.5_2.cpp,TIME_LIMIT_EXCEEDED,55,55.00%,79.10%,1.210,4.65625
BOI-2024-contest-portal,claude-sonnet-4.5,portal_claude-sonnet-4.5_3.cpp,TIME_LIMIT_EXCEEDED,40,40.00%,50.79%,1.210,131.05078125
BOI-2024-contest-portal,claude-sonnet-4.5,portal_claude-sonnet-4.5_4.cpp,TIME_LIMIT_EXCEEDED,55,55.00%,79.10%,1.210,4.66015625
BOI-2024-contest-portal,claude-sonnet-4.5,portal_claude-sonnet-4.5_5.cpp,TIME_LIMIT_EXCEEDED,55,55.00%,79.10%,1.210,4.65625
BOI-2024-contest-portal,claude-sonnet-4.5,portal_claude-sonnet-4.5_6.cpp,TIME_LIMIT_EXCEEDED,11,11.00%,35.26%,1.220,2.84765625
BOI-2024-contest-portal,claude-sonnet-4.5,portal_claude-sonnet-4.5_7.cpp,TIME_LIMIT_EXCEEDED,11,11.00%,32.63%,1.220,118.6015625
BOI-2024-contest-tiles,claude-sonnet-4.5,tiles_claude-sonnet-4.5_0.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,2.67%,1.210,8.25390625
BOI-2024-contest-tiles,claude-sonnet-4.5,tiles_claude-sonnet-4.5_1.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,0.00%,1.210,306.28515625
BOI-2024-contest-tiles,claude-sonnet-4.5,tiles_claude-sonnet-4.5_2.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,3.33%,1.210,2.84375
BOI-2024-contest-tiles,claude-sonnet-4.5,tiles_claude-sonnet-4.5_3.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.33%,1.220,10.6953125
BOI-2024-contest-tiles,claude-sonnet-4.5,tiles_claude-sonnet-4.5_4.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.33%,1.210,9.2734375
BOI-2024-contest-tiles,claude-sonnet-4.5,tiles_claude-sonnet-4.5_5.cpp,RUNTIME_ERROR,0,0.00%,1.33%,0.040,2.84765625
BOI-2024-contest-tiles,claude-sonnet-4.5,tiles_claude-sonnet-4.5_6.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,2.67%,1.210,5.41796875
BOI-2024-contest-tiles,claude-sonnet-4.5,tiles_claude-sonnet-4.5_7.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.33%,1.220,5.41796875
BOI-2024-contest-trains,claude-sonnet-4.5,trains_claude-sonnet-4.5_0.cpp,TIME_LIMIT_EXCEEDED,37,37.00%,85.11%,1.220,5.16796875
BOI-2024-contest-trains,claude-sonnet-4.5,trains_claude-sonnet-4.5_1.cpp,TIME_LIMIT_EXCEEDED,21,21.00%,89.47%,1.210,3.62109375
BOI-2024-contest-trains,claude-sonnet-4.5,trains_claude-sonnet-4.5_2.cpp,TIME_LIMIT_EXCEEDED,37,37.00%,81.72%,1.210,3.62109375
BOI-2024-contest-trains,claude-sonnet-4.5,trains_claude-sonnet-4.5_3.cpp,TIME_LIMIT_EXCEEDED,21,21.00%,75.82%,1.220,3.62109375
BOI-2024-contest-trains,claude-sonnet-4.5,trains_claude-sonnet-4.5_4.cpp,TIME_LIMIT_EXCEEDED,37,37.00%,85.11%,1.210,4.39453125
BOI-2024-contest-trains,claude-sonnet-4.5,trains_claude-sonnet-4.5_5.cpp,TIME_LIMIT_EXCEEDED,21,21.00%,79.35%,1.210,3.62109375
BOI-2024-contest-trains,claude-sonnet-4.5,trains_claude-sonnet-4.5_6.cpp,TIME_LIMIT_EXCEEDED,37,37.00%,81.72%,1.210,3.62109375
BOI-2024-contest-trains,claude-sonnet-4.5,trains_claude-sonnet-4.5_7.cpp,TIME_LIMIT_EXCEEDED,21,21.00%,75.82%,1.220,3.62109375
BOI-2024-contest-wall,claude-sonnet-4.5,wall_claude-sonnet-4.5_0.cpp,RUNTIME_ERROR,0,0.00%,25.56%,0.220,18.57421875
BOI-2024-contest-wall,claude-sonnet-4.5,wall_claude-sonnet-4.5_1.cpp,RUNTIME_ERROR,8,8.00%,44.94%,0.500,22.4375
BOI-2024-contest-wall,claude-sonnet-4.5,wall_claude-sonnet-4.5_2.cpp,TIME_LIMIT_EXCEEDED,70,70.00%,96.94%,5.970,73.90625
BOI-2024-contest-wall,claude-sonnet-4.5,wall_claude-sonnet-4.5_3.cpp,MEMORY_LIMIT_EXCEEDED,56,56.00%,92.35%,2.450,306.28515625
BOI-2024-contest-wall,claude-sonnet-4.5,wall_claude-sonnet-4.5_4.cpp,MEMORY_LIMIT_EXCEEDED,56,56.00%,92.35%,2.980,306.28125
BOI-2024-contest-wall,claude-sonnet-4.5,wall_claude-sonnet-4.5_5.cpp,MEMORY_LIMIT_EXCEEDED,56,56.00%,89.68%,0.280,306.40234375
BOI-2024-contest-wall,claude-sonnet-4.5,wall_claude-sonnet-4.5_6.cpp,TIME_LIMIT_EXCEEDED,70,70.00%,96.94%,5.980,75.84765625
BOI-2024-contest-wall,claude-sonnet-4.5,wall_claude-sonnet-4.5_7.cpp,TIME_LIMIT_EXCEEDED,70,70.00%,96.94%,5.980,81.515625
BOI-2025-contest-boi,claude-sonnet-4.5,boi_claude-sonnet-4.5_0.cpp,TIME_LIMIT_EXCEEDED,21,21.00%,53.93%,1.210,17.0234375
BOI-2025-contest-boi,claude-sonnet-4.5,boi_claude-sonnet-4.5_1.cpp,TIME_LIMIT_EXCEEDED,32,32.00%,64.89%,1.210,16.765625
BOI-2025-contest-boi,claude-sonnet-4.5,boi_claude-sonnet-4.5_2.cpp,TIME_LIMIT_EXCEEDED,22,22.00%,63.83%,1.220,16.765625
BOI-2025-contest-boi,claude-sonnet-4.5,boi_claude-sonnet-4.5_3.cpp,TIME_LIMIT_EXCEEDED,11,11.00%,44.09%,1.210,5.41796875
BOI-2025-contest-boi,claude-sonnet-4.5,boi_claude-sonnet-4.5_4.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,15.48%,1.210,2.328125
BOI-2025-contest-boi,claude-sonnet-4.5,boi_claude-sonnet-4.5_5.cpp,TIME_LIMIT_EXCEEDED,32,32.00%,64.89%,1.220,16.765625
BOI-2025-contest-boi,claude-sonnet-4.5,boi_claude-sonnet-4.5_6.cpp,TIME_LIMIT_EXCEEDED,22,22.00%,63.83%,1.210,16.765625
BOI-2025-contest-boi,claude-sonnet-4.5,boi_claude-sonnet-4.5_7.cpp,TIME_LIMIT_EXCEEDED,22,22.00%,55.32%,1.210,5.421875
BOI-2025-contest-dev,claude-sonnet-4.5,dev_claude-sonnet-4.5_0.cpp,TIME_LIMIT_EXCEEDED,4,4.00%,21.55%,2.420,613.59765625
BOI-2025-contest-dev,claude-sonnet-4.5,dev_claude-sonnet-4.5_1.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.10%,2.410,613.59765625
BOI-2025-contest-dev,claude-sonnet-4.5,dev_claude-sonnet-4.5_2.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.66%,2.410,613.328125
BOI-2025-contest-dev,claude-sonnet-4.5,dev_claude-sonnet-4.5_3.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,2.21%,2.410,598.12890625
BOI-2025-contest-dev,claude-sonnet-4.5,dev_claude-sonnet-4.5_4.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,2.21%,2.410,595.80859375
BOI-2025-contest-dev,claude-sonnet-4.5,dev_claude-sonnet-4.5_5.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,2.21%,2.420,590.91015625
BOI-2025-contest-dev,claude-sonnet-4.5,dev_claude-sonnet-4.5_6.cpp,TIME_LIMIT_EXCEEDED,0,0.00%,1.66%,2.410,613.32421875
BOI-2025-contest-dev,claude-sonnet-4.5,dev_claude-sonnet-4.5_7.cpp,MEMORY_LIMIT_EXCEEDED,0,0.00%,4.40%,0.700,613.6015625
BOI-2025-contest-exp,claude-sonnet-4.5,exp_claude-sonnet-4.5_0.cpp,TIME_LIMIT_EXCEEDED,14,14.00%,22.82%,1.210,37.64453125
BOI-2025-contest-exp,claude-sonnet-4.5,exp_claude-sonnet-4.5_1.cpp,TIME_LIMIT_EXCEEDED,14,14.00%,22.15%,1.220,32.29296875
BOI-2025-contest-exp,claude-sonnet-4.5,exp_claude-sonnet-4.5_2.cpp,TIME_LIMIT_EXCEEDED,14,14.00%,22.82%,1.210,289.2734375
BOI-2025-contest-exp,claude-sonnet-4.5,exp_claude-sonnet-4.5_3.cpp,TIME_LIMIT_EXCEEDED,14,14.00%,22.15%,1.210,36.67578125
BOI-2025-contest-exp,claude-sonnet-4.5,exp_claude-sonnet-4.5_4.cpp,TIME_LIMIT_EXCEEDED,14,14.00%,22.82%,1.220,29.1953125
BOI-2025-contest-exp,claude-sonnet-4.5,exp_claude-sonnet-4.5_5.cpp,TIME_LIMIT_EXCEEDED,14,14.00%,22.82%,1.220,37.64453125
BOI-2025-contest-exp,claude-sonnet-4.5,exp_claude-sonnet-4.5_6.cpp,TIME_LIMIT_EXCEEDED,14,14.00%,22.15%,1.210,295.71875
BOI-2025-contest-exp,claude-sonnet-4.5,exp_claude-sonnet-4.5_7.cpp,TIME_LIMIT_EXCEEDED,14,14.00%,22.82%,1.210,29.19921875
BOI-2025-contest-gcd,claude-sonnet-4.5,gcd_claude-sonnet-4.5_0.cpp,ACCEPTED,100,100.00%,100.00%,0.310,108.03515625
BOI-2025-contest-gcd,claude-sonnet-4.5,gcd_claude-sonnet-4.5_1.cpp,RUNTIME_ERROR,0,0.00%,3.28%,0.000,0
BOI-2025-contest-gcd,claude-sonnet-4.5,gcd_claude-sonnet-4.5_2.cpp,ACCEPTED,100,100.00%,100.00%,0.210,13.41796875
