Model,Contest Count,Total Tasks,Total Score,Total Included Score,Relative Score (%),Avg Tests Passed (%),Pass Rate (%),Gold Medals,Silver Medals,Bronze Medals,Total Medals,Avg Human Percentile,Competition Rank
deepseek-chat,2,13,217.0,217.0,16.693076923076923,24.873846153846156,6.730769230769231,0,0,0,0,17.105837424986362,27
gpt-4.1,2,13,197.0,197.0,15.153076923076924,24.766153846153845,6.730769230769231,0,0,0,0,16.44162575013639,28
DeepSeek-R1-Distill-Llama-70B,2,13,173.0,173.0,13.307692307692308,24.46153846153846,6.730769230769231,0,0,0,0,12.423622476813966,29
seed-oss_2048,2,13,153.0,153.0,11.76769230769231,17.08846153846154,6.730769230769231,0,0,0,0,13.544735406437534,30
Qwen3-8B,2,13,132.0,132.0,10.154615384615385,19.33,6.730769230769231,0,0,0,0,8.72885979268958,31
Qwen3-4B,2,13,132.0,132.0,10.154615384615385,19.426923076923078,6.730769230769231,0,0,0,0,8.72885979268958,32
Llama-3.1-8B-Instruct,2,13,119.0,19.0,1.459230769230769,8.897692307692306,5.769230769230769,0,0,0,0,1.842607746863066,33
seed-oss_0,2,13,116.0,116.0,8.926923076923076,14.511538461538459,6.730769230769231,0,0,0,0,7.9596290234588105,34
seed-oss_1024,2,13,114.0,114.0,8.77,11.693076923076921,6.730769230769231,0,0,0,0,7.9596290234588105,35
seed-oss_512,2,13,96.0,96.0,7.384615384615385,11.554615384615383,0.0,0,0,0,0,7.42771412984179,36
Llama-3.3-70B-Instruct,2,13,95.0,95.0,7.305384615384615,15.22923076923077,0.0,0,0,0,0,4.178941625750136,37
Qwen2.5-72B,2,13,91.0,91.0,6.997692307692308,14.416923076923077,0.0,0,0,0,0,4.919530823786143,38
Qwen3-30B-Non-Thinking,2,13,61.0,61.0,4.691538461538461,16.142307692307693,0.0,0,0,0,0,2.6118385160938353,39
Qwen3-32B-Non-Thinking,2,13,59.0,59.0,4.536153846153846,13.114615384615385,0.0,0,0,0,0,2.8968903436988542,40
Qwen2.5-Coder-14B-Instruct,2,13,58.0,58.0,4.4630769230769225,11.179230769230768,0.0,0,0,0,0,3.7043098745226404,41
Llama-4-Scout,2,13,47.0,47.0,3.614615384615384,12.899230769230769,0.0,0,0,0,0,2.0990180032733226,42
DeepSeek-Coder-V2-Lite-Instruct,2,13,44.0,44.0,3.386153846153846,9.05846153846154,0.0,0,0,0,0,1.842607746863066,43
Qwen3-14B-Non-Thinking,2,13,43.0,43.0,3.308461538461539,8.91076923076923,0.0,0,0,0,0,2.0990180032733226,44
Mistral-Small-3.1-24B-2503,2,13,42.0,42.0,3.230769230769231,8.032307692307693,0.0,0,0,0,0,3.7043098745226404,45
Qwen3-8B-Non-Thinking,2,13,39.0,39.0,2.996153846153846,13.236923076923077,0.0,0,0,0,0,2.0990180032733226,46
Mistral-Large-Instruct-2411,2,13,30.0,30.0,2.309230769230769,11.474615384615383,0.0,0,0,0,0,1.842607746863066,47
Qwen3-4B-Non-Thinking,2,13,20.0,20.0,1.536923076923077,10.81,0.0,0,0,0,0,1.8330605564648117,48
Codestral-22B-v0.1,2,13,19.0,19.0,1.459230769230769,5.046923076923078,0.0,0,0,0,0,1.842607746863066,49
DeepSeek-R1-Distill-Llama-8B,2,13,14.0,14.0,1.0753846153846154,2.4323076923076923,0.0,0,0,0,0,1.5766503000545553,50
QwQ-32B,2,13,11.0,11.0,0.8446153846153847,5.55,0.0,0,0,0,0,1.5766503000545553,51
DeepSeek-R1-Distill-Qwen-32B,2,13,10.0,10.0,0.7707692307692308,3.1338461538461537,0.0,0,0,0,0,1.5766503000545553,52
DeepSeek-R1-Distill-Qwen-7B,2,13,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.5766503000545553,53
Qwen2.5-Coder-32B-Instruct,2,13,0.0,0.0,0.0,1.6938461538461538,0.0,0,0,0,0,1.5766503000545553,54
DeepSeek-R1-Distill-Qwen-14B,2,13,0.0,0.0,0.0,2.875384615384615,0.0,0,0,0,0,1.5766503000545553,55
Qwen2.5-Coder-7B-Instruct,2,13,0.0,0.0,0.0,4.949230769230769,0.0,0,0,0,0,1.5766503000545553,56
