Model,Contest Count,Total Tasks,Total Score,Total Included Score,Relative Score (%),Avg Tests Passed (%),Pass Rate (%),Gold Medals,Silver Medals,Bronze Medals,Total Medals,Avg Human Percentile,Competition Rank
DeepSeek-R1-Distill-Qwen-14B,2,5,102.0,102.0,20.398,19.462000000000003,0.0,0,0,0,0,16.05504587155963,24
deepseek-reasoner,2,5,102.0,102.0,20.398,20.613999999999997,0.0,0,0,0,0,16.05504587155963,25
seed-oss_4096,2,5,97.0,97.0,19.398,18.234,0.0,0,0,0,0,16.05504587155963,26
seed-oss_0,2,5,63.0,63.0,12.6,12.618000000000002,0.0,0,0,0,0,8.715596330275229,27
DeepSeek-R1-Distill-Qwen-32B,2,5,60.0,60.0,11.998,18.19,0.0,0,0,0,0,7.339449541284404,28
seed-oss_8192,2,5,58.0,58.0,11.602,19.9,0.0,0,0,0,0,6.192660550458716,29
Qwen3-8B,2,5,50.0,50.0,9.998000000000001,17.668,0.0,0,0,0,0,4.587155963302752,30
seed-oss_512,2,5,44.0,44.0,8.802,7.074,0.0,0,0,0,0,5.73394495412844,31
Qwen3-14B,2,5,39.0,39.0,7.802,12.280000000000001,0.0,0,0,0,0,2.981651376146789,32
Qwen3-14B-Non-Thinking,2,5,36.0,36.0,7.198,16.956000000000003,0.0,0,0,0,0,4.587155963302752,33
DeepSeek-Coder-V2-Lite-Instruct,2,5,35.0,35.0,7.002,16.817999999999998,0.0,0,0,0,0,5.045871559633028,34
Mistral-Large-Instruct-2411,2,5,31.0,31.0,6.202,21.705999999999996,0.0,0,0,0,0,4.128440366972477,35
Qwen3-8B-Non-Thinking,2,5,31.0,31.0,6.198,13.62,0.0,0,0,0,0,4.587155963302752,36
Qwen3-30B-Non-Thinking,2,5,29.0,29.0,5.8,13.828,0.0,0,0,0,0,3.669724770642202,37
Codestral-22B-v0.1,2,5,26.0,26.0,5.202,13.374,0.0,0,0,0,0,4.128440366972477,38
Qwen2.5-Coder-32B-Instruct,2,5,26.0,26.0,5.202,13.128,0.0,0,0,0,0,4.128440366972477,39
Qwen3-30B,2,5,25.0,25.0,5.002,10.612000000000002,0.0,0,0,0,0,2.981651376146789,40
Qwen3-4B,2,5,25.0,25.0,5.002,10.612000000000002,0.0,0,0,0,0,2.981651376146789,41
gpt-oss-20b-low,2,5,24.0,24.0,4.8,11.202000000000002,0.0,0,0,0,0,3.669724770642202,42
Llama-4-Scout,2,5,20.0,20.0,4.0,14.565999999999999,0.0,0,0,0,0,2.981651376146789,43
Llama-3.1-8B-Instruct,2,5,20.0,20.0,4.0,6.279999999999999,0.0,0,0,0,0,2.981651376146789,44
QwQ-32B,2,5,20.0,20.0,4.002,8.004,0.0,0,0,0,0,2.981651376146789,45
OpenCodeReasoning-Nemotron-32B-IOI,2,5,20.0,20.0,4.002,4.632,0.0,0,0,0,0,2.981651376146789,46
seed-oss_2048,2,5,20.0,20.0,4.002,5.37,0.0,0,0,0,0,2.981651376146789,47
seed-oss_1024,2,5,20.0,20.0,4.002,8.022,0.0,0,0,0,0,2.981651376146789,48
Qwen2.5-72B,2,5,16.0,16.0,3.2019999999999995,11.362000000000002,0.0,0,0,0,0,2.7522935779816513,49
Mistral-Small-3.1-24B-2503,2,5,15.0,15.0,3.0,6.84,0.0,0,0,0,0,2.981651376146789,50
OlympicCoder-7B,2,5,15.0,15.0,3.0,8.808,0.0,0,0,0,0,2.981651376146789,51
Qwen3-4B-Non-Thinking,2,5,11.0,11.0,2.202,13.476000000000003,0.0,0,0,0,0,2.7522935779816513,52
Qwen2.5-Coder-7B-Instruct,2,5,11.0,11.0,2.202,9.228,0.0,0,0,0,0,2.7522935779816513,53
Qwen2.5-Coder-14B-Instruct,2,5,11.0,11.0,2.202,9.852,0.0,0,0,0,0,2.7522935779816513,54
Llama-3.3-70B-Instruct,2,5,11.0,11.0,2.202,9.708,0.0,0,0,0,0,2.7522935779816513,55
DeepSeek-R1-Distill-Llama-8B,2,5,4.0,4.0,0.798,3.1979999999999995,0.0,0,0,0,0,2.0642201834862384,56
DeepSeek-R1-Distill-Qwen-7B,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0642201834862384,57
