Model,Contest Count,Total Tasks,Total Score,Total Included Score,Relative Score (%),Avg Tests Passed (%),Pass Rate (%),Gold Medals,Silver Medals,Bronze Medals,Total Medals,Avg Human Percentile,Competition Rank
Qwen3-30B,4,32,1309.0,1256.0,39.2484375,52.4071875,24.304062499999997,0,0,2,2,43.25350107489505,20
gpt-oss-20b-low,4,32,1307.0,1254.0,39.189375,47.0103125,30.553749999999997,0,0,2,2,46.12605656815168,21
seed-oss_8192,4,32,1304.0,1268.0,39.62625,48.0240625,20.8315625,0,0,2,2,39.00854055673422,22
claude-sonnet-4.5,4,32,1237.0,1237.0,38.658125,61.4759375,15.624062499999999,0,0,2,2,43.44577724981107,23
Qwen3-8B,4,32,1202.0,1149.0,35.90375,48.90875,24.304062499999997,0,0,2,2,40.88593609331167,24
OpenCodeReasoning-Nemotron-32B-IOI,4,32,1186.0,1133.0,35.4034375,44.82843749999999,24.304062499999997,0,0,2,2,42.02116957977509,25
Qwen3-4B,4,32,961.0,908.0,28.373125,41.9446875,18.401562499999997,0,0,2,2,33.31838395642565,26
deepseek-chat,4,32,934.0,898.0,28.0609375,41.5965625,12.152187499999998,0,0,2,2,33.0303007580167,27
seed-oss_4096,4,32,876.0,844.0,26.373124999999998,34.5659375,15.624374999999999,0,0,2,2,31.1494945286516,28
DeepSeek-R1-Distill-Llama-70B,4,32,1054.0,1001.0,31.2815625,45.94625,18.401874999999997,0,0,1,1,39.075854443690545,29
gpt-4.1,4,32,967.0,931.0,29.0946875,40.22656249999999,12.152187499999998,0,0,1,1,34.57883026066398,30
OlympicCoder-7B,4,32,839.0,786.0,24.560625,35.0971875,15.276874999999999,0,0,1,1,30.963403174895575,31
QwQ-32B,4,32,838.0,785.0,24.5303125,71.77,14.93,0,0,1,1,37.82195136555536,32
Qwen2.5-Coder-14B-Instruct,4,32,827.0,791.0,24.7175,33.9446875,15.276874999999999,0,0,1,1,30.201614839063225,33
DeepSeek-R1-Distill-Qwen-32B,4,32,636.0,600.0,18.7496875,62.19,30.9025,0,0,1,1,26.508272524946538,34
seed-oss_1024,4,32,589.0,571.0,17.8453125,23.3578125,12.499374999999999,0,0,1,1,25.35218578137229,35
Qwen3-8B-Non-Thinking,4,32,438.0,402.0,12.5625,19.0178125,6.249375,0,0,1,1,19.352389226285958,36
Llama-3.3-70B-Instruct,4,32,796.0,760.0,23.752187499999998,35.5375,15.276874999999999,0,0,0,0,30.89571203898182,37
Qwen3-32B-Non-Thinking,4,32,700.0,647.0,20.216875,29.893125000000005,12.152187499999998,0,0,0,0,28.921652960827753,38
Mistral-Small-3.1-24B-2503,4,32,652.0,616.0,19.2503125,27.0534375,9.027187499999998,0,0,0,0,26.496813403421854,39
Qwen2.5-72B,4,32,607.0,589.0,18.405625,26.2825,6.249687499999999,0,0,0,0,27.38504292877593,40
Codestral-22B-v0.1,4,32,607.0,589.0,18.40625,21.963437499999998,11.761562499999998,0,0,0,0,26.484343673148558,41
Mistral-Large-Instruct-2411,4,32,596.0,588.0,18.375,27.970312500000006,9.374687499999999,0,0,0,0,25.598677769336454,42
DeepSeek-R1-Distill-Qwen-14B,4,32,580.0,544.0,16.9996875,56.184999999999995,36.805,0,0,0,0,26.57347678176756,43
Qwen3-30B-Non-Thinking,4,32,580.0,544.0,16.998125,24.221562499999997,9.027187499999998,0,0,0,0,24.330712030133654,44
seed-oss_0,4,32,556.0,522.0,16.3096875,24.134375,9.027187499999998,0,0,0,0,24.074621791486088,45
Qwen2.5-Coder-32B-Instruct,4,32,536.0,518.0,16.1878125,49.42781250000001,5.9025,0,0,0,0,26.103829168391243,46
Qwen3-14B-Non-Thinking,4,32,533.0,480.0,14.999062499999999,24.141250000000003,12.151874999999999,0,0,0,0,24.09887268867692,47
Llama-4-Scout,4,32,501.0,501.0,15.655312499999999,20.0446875,9.026874999999999,0,0,0,0,23.395189916984513,48
seed-oss_2048,4,32,496.0,460.0,14.376562499999999,24.194687499999997,6.249687499999999,0,0,0,0,22.5681817367387,49
Qwen3-4B-Non-Thinking,4,32,415.0,379.0,11.845,19.8534375,6.249687499999999,0,0,0,0,20.352671835702186,50
DeepSeek-Coder-V2-Lite-Instruct,4,32,405.0,387.0,12.092812499999999,19.173125,2.7775,0,0,0,0,21.312987889708776,51
Llama-3.1-8B-Instruct,4,32,393.0,360.0,11.2496875,14.565,3.1246875,0,0,0,0,18.951264945362922,52
Qwen2.5-Coder-7B-Instruct,4,32,299.0,299.0,9.3434375,13.286562499999999,6.249687499999999,0,0,0,0,16.512762394652114,53
seed-oss_512,4,32,274.0,266.0,8.3121875,15.3846875,3.1246875,0,0,0,0,18.108195838820762,54
DeepSeek-R1-Distill-Llama-8B,4,32,130.0,130.0,4.0621875,4.5665625,3.1246875,0,0,0,0,15.245533268195306,55
DeepSeek-R1-Distill-Qwen-7B,2,16,0.0,0.0,0.0,0.0,0.0,0,0,0,0,7.271095152603231,56
