Model,Contest Count,Total Tasks,Total Score,Total Included Score,Relative Score (%),Avg Tests Passed (%),Pass Rate (%),Gold Medals,Silver Medals,Bronze Medals,Total Medals,Avg Human Percentile,Competition Rank
seed-oss_2048,2,12,107.0,107.0,8.915,14.87,8.334999999999999,0,0,1,1,27.16020075963104,25
deepseek-reasoner,2,12,170.0,170.0,14.165000000000001,31.81,0.0,0,0,0,0,38.1578947368421,26
Qwen3-32B,2,12,163.0,163.0,13.584999999999999,35.754999999999995,0.0,0,0,0,0,35.821351058057516,27
gpt-4.1,2,12,118.0,118.0,9.834999999999999,26.87,0.0,0,0,0,0,27.84861638632664,28
OlympicCoder-7B,2,12,111.0,111.0,9.250000000000002,17.900000000000002,8.334999999999999,0,0,0,0,28.289473684210527,29
seed-oss_0,2,12,106.0,106.0,8.835,12.989999999999998,8.334999999999999,0,0,0,0,26.644736842105264,30
Qwen3-8B,2,12,104.0,104.0,8.67,18.775,0.0,0,0,0,0,26.644736842105264,31
Qwen3-30B,2,12,103.0,103.0,8.58,22.745,0.0,0,0,0,0,24.986435160065113,32
seed-oss_512,2,12,100.0,100.0,8.335,9.000000000000002,8.334999999999999,0,0,0,0,26.644736842105264,33
seed-oss_1024,2,12,100.0,100.0,8.335,12.059999999999999,8.334999999999999,0,0,0,0,26.644736842105264,34
Llama-4-Scout,2,12,100.0,100.0,8.335,12.345,8.334999999999999,0,0,0,0,26.644736842105264,35
Qwen3-8B-Non-Thinking,2,12,98.0,98.0,8.165000000000001,17.63,0.0,0,0,0,0,24.450623982637005,36
Qwen3-14B,2,12,82.0,82.0,6.830000000000001,17.410000000000004,0.0,0,0,0,0,21.588442756375475,37
OpenCodeReasoning-Nemotron-32B-IOI,2,12,75.0,75.0,6.25,20.16,0.0,0,0,0,0,18.76356483993489,38
Llama-3.3-70B-Instruct,2,12,67.0,67.0,5.585,19.979999999999997,0.0,0,0,0,0,19.455371676614213,39
DeepSeek-R1-Distill-Qwen-32B,2,12,65.0,65.0,5.419999999999999,14.38,0.0,0,0,0,0,14.639853499728703,40
Qwen3-14B-Non-Thinking,2,12,44.0,44.0,3.6650000000000005,10.239999999999998,0.0,0,0,0,0,15.56226261530114,41
Qwen2.5-72B,2,12,44.0,44.0,3.6650000000000005,10.525,0.0,0,0,0,0,9.75990233315247,42
Llama-3.1-8B-Instruct,2,12,39.0,39.0,3.25,7.8950000000000005,0.0,0,0,0,0,14.01587086272382,43
deepseek-chat,2,12,37.0,37.0,3.0849999999999995,17.49,0.0,0,0,0,0,9.244438415626696,44
QwQ-32B,2,12,35.0,35.0,2.9149999999999996,12.3,0.0,0,0,0,0,8.898534997287031,45
Codestral-22B-v0.1,2,12,32.0,32.0,2.665,1.6549999999999998,0.0,0,0,0,0,11.180819316332068,46
Qwen3-32B-Non-Thinking,2,12,30.0,30.0,2.5,13.43,0.0,0,0,0,0,10.665355398806295,47
Qwen2.5-Coder-32B-Instruct,2,12,20.0,20.0,1.665,11.505,0.0,0,0,0,0,6.799376017362995,48
Qwen3-4B,2,12,13.0,13.0,1.085,10.45,0.0,0,0,0,0,5.768448182311448,49
DeepSeek-Coder-V2-Lite-Instruct,2,12,11.0,11.0,0.915,7.184999999999999,0.0,0,0,0,0,6.026180141074335,50
Qwen3-30B-Non-Thinking,2,12,6.0,6.0,0.5,6.245,0.0,0,0,0,0,3.964324470971243,51
Qwen3-4B-Non-Thinking,2,12,4.0,4.0,0.335,1.0750000000000002,0.0,0,0,0,0,3.964324470971243,52
DeepSeek-R1-Distill-Qwen-7B,2,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3.964324470971243,53
DeepSeek-R1-Distill-Llama-8B,2,12,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3.964324470971243,54
Qwen2.5-Coder-7B-Instruct,2,12,0.0,0.0,0.0,1.4599999999999997,0.0,0,0,0,0,3.964324470971243,55
DeepSeek-R1-Distill-Qwen-14B,2,12,0.0,0.0,0.0,4.355,0.0,0,0,0,0,3.964324470971243,56
