Model,Contest Count,Total Tasks,Total Score,Total Included Score,Relative Score (%),Avg Tests Passed (%),Pass Rate (%),Gold Medals,Silver Medals,Bronze Medals,Total Medals,Avg Human Percentile,Competition Rank
Qwen3-4B-Non-Thinking,2,11,22.0,22.0,2.0,1.0654545454545454,0.0,0,0,0,0,11.591294671361075,47
Llama-4-Scout,2,11,20.0,20.0,1.8181818181818181,4.649090909090909,0.0,0,0,0,0,10.720214531988251,48
Llama-3.1-8B-Instruct,2,11,5.0,5.0,0.4527272727272727,8.213636363636361,0.0,0,0,0,0,11.430760530492366,49
seed-oss_0,2,11,3.0,3.0,0.2727272727272727,1.9763636363636365,0.0,0,0,0,0,8.978054253242608,50
Qwen2.5-Coder-7B-Instruct,2,11,3.0,3.0,0.2727272727272727,1.7490909090909093,0.0,0,0,0,0,8.978054253242608,51
seed-oss_512,2,11,1.0,1.0,0.09090909090909091,0.8409090909090909,0.0,0,0,0,0,8.978054253242608,52
DeepSeek-R1-Distill-Llama-8B,2,11,0.0,0.0,0.0,0.28363636363636363,0.0,0,0,0,0,3.577357389131109,53
Codestral-22B-v0.1,2,11,0.0,0.0,0.0,2.2545454545454544,0.0,0,0,0,0,3.577357389131109,54
DeepSeek-Coder-V2-Lite-Instruct,2,11,0.0,0.0,0.0,0.6927272727272727,0.0,0,0,0,0,3.577357389131109,55
DeepSeek-R1-Distill-Qwen-7B,1,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6.806282722513089,56
