Model,Contest Count,Total Tasks,Total Score,Total Included Score,Relative Score (%),Avg Tests Passed (%),Pass Rate (%),Gold Medals,Silver Medals,Bronze Medals,Total Medals,Avg Human Percentile,Competition Rank
Qwen3-32B,7,42,840.0,840.0,20.0,41.13261904761905,11.70547619047619,0,0,1,1,35.76994880273187,17
seed-oss_8192,7,42,803.0,803.0,19.119999999999997,35.74880952380953,11.904761904761903,0,0,1,1,33.172156968940115,18
gpt-oss-120b-low,7,42,755.0,755.0,17.97642857142857,31.22714285714285,13.889761904761905,0,0,1,1,29.01006317432594,19
deepseek-reasoner,7,42,732.0,732.0,17.429285714285715,32.86571428571429,9.523809523809524,0,0,1,1,25.74212582247415,20
Qwen3-30B,6,37,430.0,430.0,11.620540540540542,30.89081081081081,4.954054054054054,0,0,1,1,23.62055992983457,21
QwQ-32B,6,37,397.0,397.0,10.73027027027027,25.068378378378377,8.108108108108109,0,0,1,1,19.464073201377555,22
OlympicCoder-7B,7,42,356.0,356.0,8.477380952380953,16.48738095238095,7.34047619047619,0,0,1,1,12.95915333301296,23
Qwen3-8B,7,42,574.0,574.0,13.665952380952382,26.575238095238095,8.92690476190476,0,0,0,0,24.045731839911657,24
Qwen3-14B,7,42,537.0,537.0,12.786428571428571,28.977857142857143,6.943571428571429,0,0,0,0,19.74075322042006,25
OpenCodeReasoning-Nemotron-32B-IOI,7,42,505.0,505.0,12.024285714285714,28.308571428571426,8.729761904761906,0,0,0,0,20.560466258703006,26
DeepSeek-R1-Distill-Llama-70B,7,42,426.0,426.0,10.141904761904764,23.986666666666668,7.738095238095238,0,0,0,0,12.513873745168102,27
gpt-oss-20b-low,7,42,386.0,386.0,9.190000000000001,19.78595238095238,7.142857142857142,0,0,0,0,14.090776187475011,28
gpt-4.1,7,42,367.0,367.0,8.738333333333333,31.29928571428572,2.976190476190476,0,0,0,0,15.192197060883354,29
deepseek-chat,6,37,343.0,343.0,9.27054054054054,27.508918918918923,2.7027027027027026,0,0,0,0,19.53497545925975,30
DeepSeek-R1-Distill-Qwen-32B,6,37,287.0,287.0,7.757027027027027,20.124054054054056,5.405405405405405,0,0,0,0,15.326291540274681,31
Qwen3-4B,7,42,283.0,283.0,6.739285714285715,17.923333333333336,4.761904761904762,0,0,0,0,8.175079072136686,32
seed-oss_4096,7,42,240.0,240.0,5.714047619047619,12.980714285714287,4.562619047619048,0,0,0,0,8.076595301407542,33
DeepSeek-R1-Distill-Qwen-14B,6,37,221.0,221.0,5.971891891891892,13.639729729729726,4.954054054054054,0,0,0,0,12.089286946712432,34
Qwen3-32B-Non-Thinking,7,42,199.0,199.0,4.738333333333333,14.66047619047619,2.3807142857142853,0,0,0,0,6.143391528630594,35
seed-oss_2048,7,42,129.0,129.0,3.0714285714285716,8.697380952380952,2.380952380952381,0,0,0,0,7.0675146894075285,36
Codestral-22B-v0.1,6,37,119.0,119.0,3.217027027027027,9.022702702702704,2.2513513513513512,0,0,0,0,8.718595652281907,37
seed-oss_0,7,42,109.0,109.0,2.5961904761904764,7.9088095238095235,2.380952380952381,0,0,0,0,4.83680145363859,38
Qwen2.5-Coder-32B-Instruct,6,37,109.0,109.0,2.9454054054054053,14.021621621621625,0.0,0,0,0,0,5.065422034513484,39
Llama-4-Scout,7,42,77.0,77.0,1.8347619047619048,11.040238095238095,0.0,0,0,0,0,2.335581141493975,40
Qwen3-8B-Non-Thinking,7,42,75.0,75.0,1.7857142857142858,10.931904761904763,0.0,0,0,0,0,2.9003013349326587,41
Mistral-Large-Instruct-2411,7,42,75.0,75.0,1.7869047619047618,13.912380952380957,0.0,0,0,0,0,2.8141471209825584,42
Llama-3.3-70B-Instruct,6,37,69.0,69.0,1.8645945945945948,12.422702702702702,0.0,0,0,0,0,5.733971975486828,43
Qwen3-4B-Non-Thinking,7,42,67.0,67.0,1.5952380952380953,7.958333333333332,0.0,0,0,0,0,1.7499467859015094,44
Qwen3-30B-Non-Thinking,7,42,61.0,61.0,1.4526190476190475,10.08309523809524,0.0,0,0,0,0,1.7868278608442236,45
Qwen2.5-Coder-14B-Instruct,6,37,46.0,46.0,1.241891891891892,13.514864864864865,0.0,0,0,0,0,2.100459455243455,46
Qwen3-14B-Non-Thinking,7,42,36.0,36.0,0.8571428571428571,7.9157142857142855,0.0,0,0,0,0,4.142061789424604,47
Qwen2.5-72B,6,37,31.0,31.0,0.8375675675675676,9.297837837837838,0.0,0,0,0,0,1.9397272626465891,48
Qwen2.5-Coder-7B-Instruct,7,42,28.0,28.0,0.6666666666666666,7.278809523809524,0.0,0,0,0,0,0.45844144161831035,49
seed-oss_1024,7,42,27.0,27.0,0.6438095238095238,6.066666666666666,0.0,0,0,0,0,1.2006805539784509,50
DeepSeek-Coder-V2-Lite-Instruct,6,37,24.0,24.0,0.6486486486486487,7.08945945945946,0.0,0,0,0,0,0.9955498940550083,51
seed-oss_512,7,42,12.0,12.0,0.2857142857142857,5.1795238095238085,0.0,0,0,0,0,0.30332007473643874,52
Mistral-Small-3.1-24B-2503,6,37,8.0,8.0,0.21621621621621623,5.622702702702703,0.0,0,0,0,0,0.879405875471965,53
DeepSeek-R1-Distill-Llama-8B,6,37,3.0,3.0,0.08108108108108109,1.622972972972973,0.0,0,0,0,0,0.41816009557945044,54
DeepSeek-R1-Distill-Qwen-7B,6,37,0.0,0.0,0.0,0.5635135135135136,0.0,0,0,0,0,0.2986857825567503,55
Llama-3.1-8B-Instruct,6,37,0.0,0.0,0.0,3.1105405405405406,0.0,0,0,0,0,0.2986857825567503,56
